review,rating
This restaurant is a hidden gem for real! A family run restaurant that serves dishes with incredible flavours. Growing up I was introduced to a lot of...,5
"This Cambodian restaurant has more Cambodian dishes than other ""Cambodian"" places. Even so, most of the menu is still Thai food (they claim that they're...",3
"Cambodian/Khmer food has a lot in common with Thai food, but with an emphasis on whole spices and herbs and dry preparations. The flavours at this...",3
"Excellent food. Great service. Best in the city. 
Better than the restaurants in Iran.",5
"First time in Toronto, not interested in hotel food but on a rainy day didn't want to walk to far and found this place. It looks like nothing much from...",5
"Shatter Abbas is hidden away from the bustling city life of downtown Toronto and an absolute delight for those who know. 

After craving some homely and...",4
Jerusalem restaurant has been serving consistently good Middle Eastern food for years. I've ordered from them many times and have been always been...,4
Rude staff and mediocre food. Won't be hung back anytime soon. Very disappointing! I wouldn't recommend this place as it has gone way down hill over the years!,1
By far the best Middle Eastern restaurant Toronto. This restaurant has been in business for decades and never fails to provide an excellent meal. The humus...,5
"I love it when plans fall apart, only to lead to someplace better, because that's what happened to me here. It's a (seemingly) pretty small restaurant that...",5
"La Paella is a Spanish restaurant with a tapas menu and a selection of upscale paella made using quality, imported ingredients.

Four of us came in on a...",4
"Our group of 4 had high hopes for this place but we were a bit disappointed.

We were unaware of a patio so we were seated outside. We requested indoors (it...",3
"Average thai/chinese food. I think it's more chinese than thai. Pad thai is average, general tao chicken is average, pizza above average.

Large slices and...",4
"Found out about this place through a featured video on BlogTO. I wanted to try the General Tao Chicken Pizza because when I go to Chinese-American eateries,...",3
"Got the General Tao's pizza, which they're known for. Yet, the fact that there are no copycats (as far as I know) suggests this combination doesn't exactly...",3
"I can't believe I have never been here. I'm so glad to have experienced amazing Korean bbq with amazing staff. 

From the side dishes to the grilled meats....",5
"Love coming here for Korean bbq! The restaurant was busy when we came but we were still able to get seated right away.

You scan a QR code on the table to...",5
"Service was excellent and glad they are open pretty late. I found the meat quality to be decent, but I think the Soju bottles here are overpriced. $20 for a...",4
"Literally one of the best places in the annex. It's super easy to grab before I go to Spadina station to go home, which is one of my favorite things about...",5
"Located near Spadina station, this place is so cute and the food is great!

I liked the falafel (crispy on the outside, soft on the inside) and the serving...",5
"I came here on a Monday afternoon and it was not bustling like it used to be, I felt a decrease in the staff's spirit but that did not take away from the...",5
"Excellent Spanish restaurant on the King West strip. Been there now for around 10 years so it must be good. 

Its my first visit back in a few years and I...",4
Really enjoyed my recent visit to Patria. Arrived during a very rainy weekday and servers were quick to seat us and promptly set us up with drinks. I came...,4
First time visitor from California! Wanted to try a different cuisine than what I normally lean towards. The ambiance is great and service was also good...,2
"Just found this place for lunch by accident and it was a great find. As it turns out I see from their menu that they have 3 locations in Toronto, but this...",5
"Since COVID19 happened, I've been trying new restaurants and have been in a fried food phase. One random day, I was craving Tonkatsu and did some Yelping to...",4
"Mouth watering food.
I have no idea how to describe how delicious this meal was. It was just a delightful experience.
The servers were super nice and quick...",5
"Don't you love ramen? 

I am a fan and I like mine spoke with corn  and butter .

I first try that in one of my previous trip in Japan. 

Just thinking...",5
"Nice and friendly place in downtown Toronto. 

Had the tsukemen and it tasted good. Not sure if it was because I was hungry when I was waiting for the food...",4
"Amazing Ramen! This place was recommended a few times through different sources. When I was trying to find a good ramen place in the city. 

They have at...",5
"This bar is extremely upscale and classy, located on top of Hyatt hotel, you get an amazing view of the city.  Drinks are expensive, on average 30 per...",5
"The place looks amazing - ambiance to the eyeballs.   And in the months where Mother Nature isn't trying to kill you, you can walk out on their rooftop...",2
"A patio with a view 17 storey up - a gorgeous view of the Toronto skyline indeed.  The patio itself was chic and elegant, with a mixture of sofa chairs to...",3
This place is special.  Stopped by for an impromptu Friday night dinner in the neighbourhood.  Everything shines.  The decor is formal and the staff made us...,5
5 stars for the dessert and coffee on the patio. Friendly staff. Crème brûlée was out of this world.,5
The appetizers and desserts are amazing. They're still figuring out their mains. Service is friendly and prompt. Good yuzu lemon mocktail on their beautiful...,4
"Want a casual, local spot to hangout at with great drinks and even better food? This is the spot. I love how the menu changes everyday and you're always in...",5
Super impressed with the quality of the food at this little late-night resto-bar...the ricotta gnocchi with beef ragu was outstanding. We also ordered...,4
"Found this place on a Saturday evening. It was busy but we got a seat at the bar. Nice place, doesn't look like much from the outside but inside is where...",4
The big as chicken burger was very good and price was acceptable... three big chicken strips with rich and creamy sauce....,5
I make it a personal mission to try all the chicken sandwiches so I had to give Heartbreak Chef a try! The sandwich comes with 2 pieces of thicccccc...,3
I've heard food is one of the best ways to heal a broken heart. Well - I'm not sure how true that is but I am inclined to believe it is true after having...,4
"I recently learned that Dave's Genuine  opened a Jewish deli and stopped by for lunch one day.  My partner and I both ordered the Roast Beef Dip, picked it...",5
Definitely genuine-! Great Smoked meat and excellent kishka ! Very tasty and authentic,5
Dropped by just before dropping my car at the dealer for a service. I see $22 for a sandwich combo and think this is too precious for me especially if it...,5
"I ate five meals here over the course of three days. Breakfast, brunch, lunch, and dinner. All were great. The staff and the service are very good, and the...",5
Came here for a birthday dinner on a weeknight.  This restaurant is located in an open area on the ground floor of the Park Hyatt.  The ambiance is gentle...,4
We came here to celebrate a special occasion. The overall experience was good despite the speed of serving the dishes was quite slow and service was not so...,4
"Wonderful place with incredible food, generous portions, great prices, good service - and it's better than ever at this new location at 710 Bloor.

We tried...",5
I believe this location moved to 710 Bloor Street West closer to Christie Station. It is a bustling restaurant so plan to arrive accordingly or order in...,5
"My original pickup time was 6:12pm, I received my food almost an hour later at 7:06pm. Probably over 10 people picked up their orders while I was waiting...",1
On October 22nd I was part of a party of five. We were celebrating one of our party's 84th birthday and the lady who was guesting this dinner alerted the...,2
"My wife made a reservation at Sash Friday night, I was surprised how easy it was to get a reservation last minute.  Arriving at the restaurant it seemed to...",2
"Part of a longer review...

""Simpson's use of fresh, seasonal ingredients -- the ethos of many skilled chefs -- was undeniable. Freshly imported burrata...",4
We loved the old location and it took us way too long to visit the new location. But the instant we walked in we knew we were going to enjoy our evening....,5
"Now known simply as 'Stop' and located at 1543 Dundas West, I've had the pleasure of visiting both locations many times over the years. The owner, Denis,...",5
One of the best restaurants in the city. A gem that's so damn good I don't even want to post about it on here because then it will get too busy for little...,5
"Really authentic Sichuan flavors with HUGE portions. Be warned, it's called Hotopia for a reason, their food is SPICY. You can ask for it to be less spicy,...",5
We moved recently from China and were visiting relatives in Toronto for the holidays. We were looking for good Sichuan places and stumbled upon this...,5
I had one of the worst diarrhea after I ordered their Sichuan pickle beef in soup last night and been woke up 4 times in the middle of the night to go to...,1
"I loved the ambience at the restaurant and the food, which was a bit pricy. However, I would try the restaurant again with my friends next time for sure for...",4
Very cute aesthetics. Was weird the washroom was downstairs and doors in the washroom was kind of hard? Also toilet had to be actually flushed after you put...,4
"This was quite the disappointing experience... The service here was extremely terrible. Maybe they were having a tough night or short staffed, but our...",1
"Enjoyed the food, our server was really nice. 

I had the Atai breakfast from the brunch menu, I liked it despite the fact that I've never loved lamb. 

It...",4
My Boyfriend and I went to this location over the weekend. There was a family in front of us whom got seated immediately. The host that day (he's bald) just...,2
"Pleasantly surprised. 

The flavours were fantastic.   The meals were interesting. The decor was elegant and service was impeccable.  

If I were to offer...",4
"Forever my favorite place - good wine - amazing eats. 

If you haven't tried Quanto Basta, you're missing out!",5
I ended up picking this restaurant because I've seen it come across my Instagram from a few of my friends. It was not what I was expecting at all. It was...,2
Top notch italian food!! Should definitely try Quanto Basta :) Highly recommended,5
"Had an amazing time, great for birthdays. Delicious mains and appetizers. Service was 10/10,  our waitress May was wonderful. She as friendly and...",5
Honestly not what was expected with a hotel restaurant! Make a reservation before dining! We tried the night before and were turned away for not having a...,5
"Update:

We ordered the mussels and the seafood fettuccine. Both were awfully greasy. The pasta came in a big clump sitting in oil. 8 of the mussels weren't...",1
"I only ordered deliveries thus cannot speak for in house service waitime and such
Orders were always fast, super hot and generous in portion size, fresh and...",5
I went to Congee Queen for lunch with my family. The lineup was ridiculous and we have to wait 30 minutes for a table. Service was rushed and okay. They...,3
"I love congee and Cantonese foods; I mean, it's in my blood and the culture of grabbing congee with the grandparents, eating lo mein at late night...",5
"This has been on my radar for a while, but I was never in the area looking a fancy meal or felt like trekking so far for a meal. Luckily the starts aligned...",5
"This place has the best French onion soup. I love a good slow caramelized soup with a gooey cheesy layer covered by a nice thick cheese crust. 

I felt the...",5
Our third time (and probably final time) at Cluny. Service was awful the first two times we came. The servers felt extremely judgemental and made my party...,3
"Was recommended to go here for their drinks and fried chicken, thank goodness i went. It was one of the best place we went to on our trip to Toronto!",5
"Well, here we go again! Exploring the world of fried chicken in Toronto is a task on its own. Went here for dinner, got the charred brussel sprouts, fried...",3
"Wasn't expecting to find fried chicken so good in Toronto, but Bar Fancy definitely provides some of the best chicken. Not sure how to describe the...",5
"Came here for my 20th birthday with my girls, LOVEDDD IT. The whole experience was beyond expectation, I got a complimentary dessert with sparklers, my...",5
We made a reservation and came on a holiday monday for our anniversary. I had the vegan and gluten free tasting menu and hubby had the beef one. It was a...,4
"Well thought out avant-garde concept and well executed, just wasn't for me. 

Chotto Matte is a unique upscale Japanese Peruvian fusion restaurant that...",3
Churrasqueira Costa Verde is a takeout spot that specializes in Portuguese churrasco style chicken and is located on the Northwest corner of Oakwood Ave and...,4
"They had a fire in the spring, and last time I went, it was still closed. They don't have any mention of the closure online, and the phone line just gives...",1
"Unprofessional! I came all the way from Stouffville because the food is supposedly great, only to see a sign that it's closed for construction!! How...",1
"Just a great place with great people.
Their products are simply the best around. No longer the neighbourhood secret.",5
I got hungry exploring the Junction and I'm so glad I stumbled upon this spot!! Everything about this experience was so lovely. The people who work here...,5
One word-Outstanding!! If you're craving for meaty delicious sandwich don't look any further this is the place.This place has been on my list for a long...,5
"I'm normally not a vegetarian eater but this spot was great - the pho broth tastes almost exactly like the meat eater option.

The restaurant was busy when...",5
"A friend and I came by here for a quick bite and overall, both of us left this place feeling a little less than satisfied with our meal. 

Having tried...",3
"I decided to check out Saigon Lotus. It is a Vietnamese and Thai vegetarian restaurant with vegan options.

I asked the waitress what her favourite dish on...",5
Delicious!!  After bypassing 5 other restaurants in the area we landed here. Was on the hunt for delicious momos and HK didn't disappoint. Ordered the...,5
"Went last night with some friends to try some dumplings. 

I ordered the following:
- Delhi Masala Momo (Chicken) - Fried dumplings sauteed in special...",3
"NO HALAL options. 

I came because I was pulled in by their photo of the honey chili fries. I had to have it in my mouth. 

Do you like chili chicken? Would...",4
"Some of the best and unique tasting food I've had in Toronto. It is super local. When we went there, one person (the owners friend) pulled out a guitar and...",5
"Both food and service were excellent!
Came here for a meal before catching a play at the Village Playhouse. The service, the food and the drinks were great....",5
Amazing food and service! I've been to Turkey and loved the Anatolian food which is not easy to find. Got take out and will definitely be frequenting again!...,5
"Dine in is closed, but there's a patio outside where you can eat. I ordered the cali bowl and it was so good! There was sweet potato fries on top and the...",5
"Amazing tacos! I always get the kale salad as well when I go here -- the kale paired with the crunchy walnuts and dressing is to die for!

I would recommend...",4
"Excellent chicken burrito.
If it was $12; 5 stars!
The entertainment district is pricey so $17.
Great flavours and pretty quick!",4
"Alex is a superior waiter and took great care to explain the menu in detail and suggested particular dishes. 
Massive curved leather banquettes and a clean...",5
"Really good service and atmosphere! Came here one night in November and made reservations in case.

The oysters were so fresh, we ordered two dozen of a...",5
"The food not surprised me, however the environment was good. Service was great! But I won visit the restaurant again. Price was high.",3
"It was exciting finding this place! It was both a little market with Japanese and Korean products, but you can also order food, too. We ordered some sushi,...",4
This place is now in our regular rotation and I've been back a lot !! The rolls are so good but the bento is exceptional ! Highly recommend to order off...,5
"Who knew a small Japanese/Korean market could come up with such great tasting bentos? Hanamaru may feel like a mini grocery, but its offerings are...",4
Yummy! We enjoyed our night here. This place probably had the best service that we've had the entire trip to Toronto. They were exceptional and paid special...,4
"Gord and I recently had supper at King Rustic.

Tristan was our server.  He was friend and helpful and took good care of us.  Thanks, Tristan!

We sat on...",3
We have been holding our Board dinners at King Rustic for many years.   It is our go to place.  Why?   We go there for the great food and great service....,5
We spent a few nights in Toronto and visited a variety of cafes during our time there--this was one of our favorite spots and we'd 100% go back again if we...,5
"One of my favourite cafes in Toronto! This was my first time visiting this café and I loved it. 

Interior 10/10 : it's filled with beautiful plants and...",5
"Tsuchi Cafe is quaint and elegant, both in their food and their decor/space. Stopped by for a post-dinner treat, and we got the signature tiramisu and...",4
We went here for buck a shuck but ended up finding a gem. I had the red snapper set menu and it was delicious. Good date vibes.,5
"I've been coming here for years, and am happy to say the food and beverages are consistently great. Although I wasn't able to snap a photo this time, the...",5
Was craving Filipino food and Islas did not disappoint! Their Summerlicious menu is good value but I'll definitely be back to try the reg menu as well....,5
"Fantastic French sanctuary. Excellent steaks, quaint back patio, dynamite cocktails, what more can can ya ask for? Tucked away in Parkdale, it's within...",5
"We came here for dinner with a group of 5. Le Phénix has a nice intimate vibe, and had a steady flow of customers throughout the evening.

For me, the...",4
"We heard the restaurant will close soon, so our FOMO made us run! We were wrong though, they aren't closing, they are moving, so that's a relief. A great...",5
"A delightful dining experience with delicious food and amazing service.

There is elegant decor both on the interior and exterior of the restaurant. You are...",5
(4.5) We visited Sorrel over the past weekend for their dinner service. Stepping into the restaurant was like a walkway into a European Trattoria; the room...,4
Sorrel makes it to the list of top restaurants I've been to. The food was amazing and the service was impeccable. I came here on my birthday and loved it....,5
"Maxx's Kitchen has now been replaced with Rose's. My coworkers and I loved this restaurant when we were in Toronto for a meeting and we ate here twice, once...",4
They are no longer in business. New name-Rose's. Few staff members available. Slow service. Will definitely not return. Limited menu.,1
"We were looking for a nice spot to grab a couple of drinks before the Toronto TFC home opener and Maxx's Kitchen popped up in my Yelp searching.

Upon...",4
"What I ordered:
1) Small Navajo Taco ($14 lunch combo from the catering menu): comes with drink, Three sisters soup, Bear paws. 

We were having an...",5
"Delicious home cooking!
We had a wonderful dinner at this small Indigenous resto this week. The delicious fresh pickerel was corn-battered and served with a...",5
I have always wanted to try food from the First Nations culture and happily stumbled upon Tea and Bannock and I love how peaceful it is inside and they...,5
"If you fancy sandwiches (see the word play here? ;)) this is the place - very fancy and unique. Absolutely loved the taste of the tongue sandwich, and that...",5
"Wow. I don't know if I can find the words on how delicious the sandwich was. Perfect fresh bread, the sandwich was stuffed with lots of juicy meat topped...",5
"Small artisan sandwich spot on Sherbourne. A great lunch spot offering a very interesting menu of scrumptious sandwiches.

Protein options in the sandwiches...",5
"Highly recommend, shoutout to Carrie who made the experience so much better. 

I went here with my family to celebrate my brothers bday. As we entered for...",5
"Traditionally, the tabule in the sampler platter ($22) wouldn't be gluten-free due to it's use of bulgur wheat. As a result, the kitchen substitutes quinoa...",4
Party of 3 at the Riverside location on a Friday night. It was bumpin in there ! Parking was difficult but eventually found a spot on the side street around...,4
"As an American having grown up around authentic Mexican and south American food, it isnt often I find an authentic mexicsn food experience in canada. This...",5
"I searched up taco restaurants nearby and this popped up as one of the highest and most reviewed places. Walking in, it was kind of hard to determine what...",3
"We had the chicken, fish, birria, carne asada, the tacos were okay not really worth the price maybe cuz I had so many tacos and tacos in Mexico my standard...",3
Meal Quality:  Started with a Sciatt appetizer that was delightfully crunchy on the exterior and filled with a smooth & creamy cheese on the interior.  For...,5
"Northern Italian style food, a bit different from your traditional Italian food. 

Overall the food is decent, however, I find it extremely oily and greasy...",3
"Tiny microscope portions of pasta for top dollar. Skinny beautiful people with flashy clothing. Dark, dim, but sophisticated. $80 for 2 and left hungry.",3
"The halva blueberry pancake was awesome!  We were seated and served expeditiously and in a welcoming manner.

Very nice.",5
Looking for an aesthetic place to get brunch? Good Fork should definitely be one of your options. It's a Turkish restaurant selling breakfast and lunch...,4
Good Fork is located along Dundas St W. at the corner of Sheridan Avenue in the heart of Little Portugal. The restaurant is well known for their Middle...,5
"Worth a visit if you love pancakes and angel cake textured desserts -- the wait is long (as made per order) but was tasty, creamy and truly light and airy...",4
"i get it, who doesn't like pancake, especially when it is so fluffy, so soft and has whipped cream and fruits all over it. i understand the hype of japanese...",2
This is a small Japanese fluffy soufflé pancake place.  We walked passed it and did not even noticed it.  Fuwa means fluffy in Japanese.  There were so many...,5
"OF COURSE WE GOIN TO THIS JOINT WHEN WE ON KING STREEET!!! steph was our server and 11/10 would highly reccommenddd, she has great recos, is quickkk with it...",5
"Food is absolutely delicious here but I'd have to say, it is alittle overpriced for what it is. We got the roasted veggies, the burrata, the swag pizza, and...",4
"i liked the market salad, has a perfect amount of avocado for a californian! very nice atmosphere and played good music. server was so kind and helpful.",4
"This place has an awesome back patio, great selection of beers, amazing staff, and delicious food. The portions are large and most dishes are perfect for...",5
"We were walking through Yonge St. And we notice a beautiful place. We decided to get in and we faced we a fabulous experience. We sit in the patio, it was...",5
"Dined in for brunch on patio with my hubbie and baby. We had burger with fries, shakshuka and bubbly lemonade. Bubbly lemonade was so refreshing! It was not...",3
"Great atmosphere for a fine dining experience. The food was wonderful and excellent customer service, the waitress frequently came to our table to refill...",4
"I recently went to Marron with my colleagues for an evening dinner. The restaurant is not very large, so the 15 of us took up about almost half of the...",5
I was quite skeptical about trying out this place as the interior was a very basic. Upon sitting down with a graded and presented with the option of drinks....,5
"Went to this restaurant for our anniversary dinner. I'd rate 3.5 if I could. We ordered octopus for appetizer, truffle pasta and tenderloin steak for main,...",3
"3.5/5 

Definitely a pretty restaurant - perfect for a cute date night dinner! 

Service is friendly and there is adequate space for social distancing from...",4
Came here on a wednesday evening with two others and was seated at the very back. I thought the ambiance and vibe was much nicer in the front and middle...,3
"Wowweee...what a place! I came here for a work holiday lunch, and it was spectacular!
I only wish I'd snapped a picture of the incredible view that I...",5
"Came here for dinner and my partner and I got the tasting menu! 

Everything was well-crafted and we were wondering why this place isn't Michelin-rated....",4
"Great views and venue
I've wine galore
Staff is impeccable 
Food-
Strange...
Over the top 'foodie'
Really wish they offered a more standard menu for those...",5
My friends and I came to Mapo Pocha after dinner to grab some drinks and hang out. The music was a mix of kpop and pop (someone on the aux that night seemed...,5
"A wonderful addition to the area! They've been open for almost 2 months now. We went with a large group to celebrate a birthday.

Unfortunately, the food...",5
"Newly opened Korean nostalgic retro style bar with kpop music. 

Service was very attentive, food was great. Sapporo beer on tap was very fresh. 

Hawaiian...",5
"Great atmosphere at an elevated sports bar! 

I was absolutely not expecting the food to be as good as it was. The fish and chips platter had one giant...",4
"Good pregame or concert place. Attentive servers and a wide selection of beer and pub food.
I enjoyed the loaded poutine, perfect for soaking up the suds!
A...",4
We decided to eat dinner at the Loose Moose based on its Yelp reviews. It is very much a bar atmosphere which we weren't expecting. The drinks and food were...,4
"Amal serves up Lebanese cuisine in the swanky Bay and Bloor area.

Quick review: Stunningly beautiful interior, meticulously artistic plating,...",4
"Everyone seems to start with a cold mezze sampler platter ($27), three large mounds of prettily adorned dips where we opted for baba ghanoush, garlic...",4
"I don't know why this is my first time coming but the food was real good. 

The ambience is perfect for a date for a girls night. 

we got everything to...",4
"Came here for a birthday celebration with a group of 7! Had the best time, cocktails and food were great. My favourite drinks of the night were the Dance of...",5
"I will start with the good- it's a nicely designed place, with a good vibe. 

Unfortunately the service was a total fail- took 15 min for our drinks to...",1
"Lets begin with the cool space and nice atmosphere when you walk in. 

The staff is very nice and accommodating. 

With our party we had a bit of everything...",3
"I have only heard rave reviews about Lake Inez, and people tend to go regularly.  My expectations were pretty high and I was still very impressed....",5
"Had dinner here a thursday evening and it was quite enjoyable.

We had a reservation, and it got quite busy at around 7pm, so would definitely recommend...",4
Lake Inez is an unassuming hidden gem that is loved by Toronto locals and foodies. From the moment you walk through the door of the restaurant you feel like...,5
"Great takeout.  The portions are a bit small but well done!  

Pandemic comment: Everyone masked. Social distancing 

Home made tasting food. Made just for you.",5
Have been a couple of times in the summer our most recent visit was my first time dining inside.  Located next door to the Danforth Music Hall It is a busy...,5
Dined here a few weeks ago with a friend in the outdoor patio.  Tables were pretty spaced out and distanced.  Menus could be viewed via scanning the QR code...,3
"Takoyaki6 is a great option for snacks is intricate streets of Kensington market. 

Their takoyaki comes with various flavor, I tried their original one and...",5
In visiting Toronto for a couple of days as part of a group and we ended up at Kensington Market area for lunch.  Wandering through I checked out...,5
"Takoyaki is one of my fav Japanese snacks! I tried the octopus balls from @Takoyaki6ix
at Kensington market once before and fell in love with how fresh and...",5
"It might have been we were hungry or this was the second time we had any form of take out during the pandemic but the food at Simone's was delicious.

My...",5
"I was pleasantly surprised by how good this
place was. After seeing over 2000+ reviews on
Google, I was skeptical that it could be
overhyped but it deserves...",4
"Food is great!  
The chicken roti was good w a bit of kick. I would have given 5 stars but for the price.  $15 per roti is OBSCENELY high. Especially when...",4
Great service and delicious food! They ok my girlfriend here fir her birthday and we both had a wonderful experience. The only downside was that we both...,5
"One fine night, we decided to give this place a try because I basically live above this place. No reservation, just walked in. I got the feeling it was a...",5
"We had the tasting menu at The Butcher Chef and each dish was flavourful, nicely prepared and unique. Portions were good for a tasting menu and we were very...",5
"I went here for my birthday!

The drinks were great, I got espresso martini. The service was great as well, the beef tartare was amazing!! 

The pizza was...",5
"Took momma out for Mother's Day (well my daughter's did). We spilt three pizzas between the 4 of us. 

Got the pesto fungi, Natalina & Prosciutto. 

All...",5
"In a nutshell... I'd say it's not worth it post-covid. Smaller menu, food isn't as good, service is slower.

And of course it's pricier now",2
"One of those places where you go and you're surprised you never heard of it before.

The restaurant itself is actually quite a hike away from 'downtown...",5
"Came here for a lovely dinner, I know they r very popular so had to make reservations days ahead. I live quite far from here but it was all worth the...",5
I've been wanting to try this neighbourhood resto for ages.  I'd been to the location's predecessor several years ago but hadn't had a chance to check out...,5
"Perfect lunch.
Great staff, clean interior.
A+ Portuguese chicken w potatoes and rice. If I lived closer, prolly go at least 1,2x a week... Busy area,...",5
"Came during a weekday in the afternoon, arriving to a short line up of 5 people in line which moved quickly. 

Menu is on the TVs to your right as your...",4
"Well I found this place because of an app called TooGoodToGo, which lets you purchase meals at the end of the day for a cheaper price. 
It had good reviews...",4
"Yum
It takes amazing I like the fish taco the most, the shrimp and chicken and steak are like right under the fish",5
"First time trying this taco place. It's a small place. The decor of the restaurant was really detailed.

For the tacos we got the K pop, pad Thai, la bamba,...",5
"Service was great, food was great. We ordered the Platano Frito, Pad Thai Tacos, and Birria Tacos. 

No complaints whatsoever, the hot hot sauce was pretty...",5
"I have been here a couple times. Great food, and really good service. I would definetly recommend",5
"Great find in Leslieville! We were seated in the back patio and it was well decorated and secluded from the hustle and bustle of busy Queen St E. 

We got...",5
"Once again another excellent meal served by amazing staff! 

Menu has changed. Some new items like the East Side Mess dessert. Berries, meringue and a...",5
The vodka slice was the best pizza slice my bf and I ever ate. Better than the pepperoni and I could've never imagined I'd ever say that about a pepperoni...,5
"The best pizza in Toronto and you're lying to yourself if you think otherwise.
It can be said that good pizza doesn't need dipping sauce, but the creamy...",5
"Pizzeria Badiali is already known as one of the best pizza shops in the city, so I don't even know why I'm writing this review. It can be quite...",5
J's Steak Frites located on Queen St W. near Gladstone Ave is a Parisian style steakhouse. The unique concept of this restaurant is that they only serve one...,5
"Who else thinks that when a restaurant has a small menu it usually means that they really excel at those few items?

J's Steak Frites literally only has 1...",5
"For some of us, deciding on what to eat could be pretty tricky especially if the menu offers a plethora of choices. That won't be an issue if you come to...",4
"As advertised, this is an elegant, upscale restaurant with a beautiful view of the water. We came here as a larger group and so ordered from the prix fixe...",4
Stratus is a casual upscale restaurant located on the 36th floor of a TD tower in the financial district. The décor is modern and provides views of the...,5
"Love this place! It's beautiful and cozy. I like the food and the employees are super friendly and accommodating. I recommend this place.

#latepost",4
I came to this place to check out the Thai tea cookies and Thai tea Blondie and the pandan cake. I never had pandan but as it turns out it tastes kind of...,3
"Like many others, we were drawn to Nam Wan's sips in a bag, but I'm glad we also tried their food! 

We ordered the:
- Lychee Butterfly: Slightly...",4
"While most are probably drawn to their photogenic ""Sips in a Bag"", their Savoury & Snacks Menu is worth ordering from too. 

Their Italian-inspired Bowls...",5
"I have this bistro sitting on my to-try list for the longest time now and finally found the time to try!  

We got an early dinner reservation after...",5
"Issa vibe, is what the kids say. The ambiance at this place is perfect. Cozy. Cosmopolitan. Alive. Sexy.

I don't know if it was the nostalgia of being on...",4
"This is probably my favourite restaurant in Toronto that I've been to in a while.

I came here for dinner with my bf and we got oysters and escargot for...",5
"This ramen restaurant is found in East Chinatown, and is inspired by both Canadian and Japanese ingredients. We stumbled across this spot visiting our local...",4
"Pork gyoza - 10/10  
steamed and fried, good ratio of meat to skin, one of the best I've had 

Ramen shio and Ramen shoyu - 6/10

Pork belly, perfectly...",3
Came here for their pop up dinner collab with Rurubaked! It was a little out of the way on the east end but close to bridgepoint hospital so not too far...,4
"After 11+ hours on 3 flights from an Italy vacation, we landed in Toronto (for my husband's work event) and found Carisma through Yelp. The availability of...",5
"So, we ended up here after the original spot we chose was fully booked (even though you couldn't make reservations online)
Walked to another spot and it was...",5
"Came here on a Thursday night and the place was pretty packed. Great ambience and friendly service. 

Food was good but portions are small. We had the...",3
"Ordered their Shawarma Slice and boy was it delicious. 

The staff were very friendly and patient as I struggled to make my pick and once I managed to...",5
"I've been to this place and enjoyed every bite of my food both times. 

The staff are friendly and help you choose the best option. You can order 1 slice, 2...",4
"Ossington was really popping this year and got super popular over the summer. So, I had to try out this pizza spot near Bloor West and Ossington. Levant...",4
"Ordered the Jr. Pig Out Platter (46.95) which included half rack of ribs, 1 lb wings, 8 oz beef brisket and we chose mac n cheese and sweet potato fries as...",5
"I live around bloor and bathurst and this is, hands down, the best place to eat on the block, and it's already a great block for food. the price is cheap...",5
Had the brisket sandwich: really tender but could use more sauce. It came with a refreshing slaw and a pickle which went really well with what I ordered....,4
"This spot recently opened and I ran to try it out as I love Latin food.
Their tacos are sold per unit, which is nice because you are not locked to a...",5
"Outstanding!

We were craving Taco Tuesday, and decided to try somewhere new. Our only real regret was only ordering three tacos each, when I couple...",5
Well we got suckered.  Figured the address on king street was legit and walked 10 blocks for mexican food that looked good on the website....only to find...,1
"Unique tapas bar with delicious drinks. It is super crowded during the night and it was a bit difficult to get our order through.

Heirloom Tomatoes &...",5
"Their food was amazing, but extremely small in size (tapas size). 

Our server was super nice as well. 

I loved all the dishes expect for the 24 months...",4
"We arrived shortly after 6 pm. Once inside, I felt as if I were in another world. It was before sunset time, but the inside was dark/dim with unique...",4
This place is fire!!  My first time at Miss Likkemore's and had such a great time.   We had a variety of appetizers and mains with great drinks to match....,5
OH MY GOD. This is the best jerk chicken I have ever had. This is a new addition to King West and it's bustling. My friend and I tried to walk in around...,4
"We enjoyed our first visit last Saturday.  In a very busy area of King West, sidewalks were crowded, great to see people out for a good time.  Very...",4
"This is the best food I've had in my life.  I grew up in Toronto, I've eaten in cities around the world at many great restaurants, but this beats them all....",5
I ordered on Uber for Thanksgiving and it had a very cute note with really pretty handwriting on the bag! The food is delicious! I'll definitely try to come...,5
"Last week we went to visit there , a filipino cuisines. Tbh, now I can't remember the name of food we ordered  just know all of them are roasted such as:...",5
"Met friends after work and we were craving burgers, thought we give them a try. 

Outdoor seating only, not a bad option normally, though we were not...",3
Great outdoor bar with self serve order at bar drinks and snacks.  Has bean bag toss and amazing vibe. Communal picnic tables and eclectic style. A...,5
Fantastic food and wonderful staff. I wish them well I these unprecedented times. Can't wait to go back!,5
"This is one of my favourite places to dine in mid-town. Their food is really second to none, in both in flavour and experience. Sometimes, when I dine out,...",5
"I ordered salmon, asparagus salad, grilled avocado and cauliflower. I hope this was all 100% organic as it was quite expensive. The salmon was ok but a very...",3
I like this restaurant! My husband and I are into clean eating lately and wanted to grab something nice and healthy for a Sunday brunch. We dined in around...,4
I really loved this place. It's a great local spot with a varied menu and I was super surprised at the options that were available to me as a vegan. They...,5
"Atmosphere: Candles (led) on the tables, always a nice touch.  Typically busy and sometimes noisy. Seating could be more comfortable. 

Service: No...",3
